elapsed_s,elapsed_h,model_temperature,sensor_temperature,model_ext_temperature,current_temperature,target_temperature,hvac_action,hvac_mode,preset_mode,on_percent,power_percent,smartpi_a,smartpi_b,smartpi_learn_ok_count_a,smartpi_learn_ok_count_b,smartpi_learn_last_reason,smartpi_governance_regime,smartpi_phase,deadtime_heat_s,model_effective_heater_power_w,model_heating_rate_c_per_s,model_heat_loss_rate_c_per_s,model_net_heat_rate_c_per_s,model_fabric_temperature,model_solar_gain_w,model_internal_gain_w,model_fabric_to_air_flux_w,model_total_heat_loss_w,model_effective_u_value_W_per_C,model_weather_k_multiplier,model_infiltration_loss_w,model_fabric_loss_w,switch_state
83170.0,23.102777777777778,17.54803820169701,17.548,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.0192152806788046e-05,-0.0004459779899698996,17.7,0.0,0.0,19.6,446.0,35.54,1.0,50.2,395.8,0.0
83230.0,23.119444444444444,17.54620670170352,17.546,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.018482680681409e-05,-0.0004459603101850018,17.7,0.0,0.0,19.7,446.0,35.55,1.0,50.2,395.8,0.0
83290.0,23.136111111111113,17.544386846791877,17.544,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.0177547387167505e-05,-0.0004459426725836085,17.7,0.0,0.0,19.9,445.9,35.55,1.0,50.2,395.8,0.0
83350.0,23.15277777777778,17.542578546067872,17.543,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.017031418427149e-05,-0.00044592507683884953,17.7,0.0,0.0,20.1,445.9,35.55,1.0,50.2,395.8,0.0
83410.0,23.169444444444444,17.540781709347346,17.541,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.016312683738939e-05,-0.0004459075226264085,17.7,0.0,0.0,20.3,445.9,35.56,1.0,50.2,395.7,0.0
83470.0,23.18611111111111,17.578867415533942,17.579,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,skip: governance (hold),saturated,Stable,34.0,0.0,0.0,5.031546966213577e-05,-0.0004460495461511,17.7,0.0,0.0,15.5,446.0,35.46,1.0,50.3,395.7,0.0
83530.0,23.20277777777778,17.57678565463044,17.577,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (insufficient_samples, n=3)",saturated,Stable,34.0,0.0,0.0,5.030714261852177e-05,-0.0004460309674991125,17.7,0.0,0.0,15.7,446.0,35.46,1.0,50.3,395.7,0.0
83590.0,23.219444444444445,17.574717494032672,17.575,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.029886997613069e-05,-0.000446012438061715,17.7,0.0,0.0,15.9,446.0,35.47,1.0,50.3,395.7,0.0
83650.0,23.23611111111111,17.572662827572803,17.573,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.029065131029121e-05,-0.0004459939574571124,17.7,0.0,0.0,16.1,446.0,35.47,1.0,50.3,395.7,0.0
83710.0,23.252777777777776,17.570621549912357,17.571,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.028248619964943e-05,-0.00044597552530649187,17.7,0.0,0.0,16.4,446.0,35.48,1.0,50.3,395.7,0.0
83770.0,23.269444444444446,17.568593556535735,17.569,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.027437422614294e-05,-0.0004459571412340001,17.7,0.0,0.0,16.6,446.0,35.48,1.0,50.3,395.7,0.0
83830.0,23.28611111111111,17.56657874374376,17.567,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0266314974975046e-05,-0.0004459388048667193,17.7,0.0,0.0,16.8,445.9,35.49,1.0,50.3,395.7,0.0
83890.0,23.302777777777777,17.56457700864734,17.565,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0258308034589364e-05,-0.0004459205158346449,17.7,0.0,0.0,17.0,445.9,35.49,1.0,50.3,395.7,0.0
83950.0,23.319444444444443,17.562588249161102,17.563,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.025035299664441e-05,-0.0004459022737706625,17.7,0.0,0.0,17.2,445.9,35.49,1.0,50.3,395.7,0.0
84010.0,23.336111111111112,17.56061236399714,17.561,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0242449455988565e-05,-0.0004458840783105259,17.7,0.0,0.0,17.4,445.9,35.5,1.0,50.2,395.6,0.0
84070.0,23.352777777777778,17.558649252658793,17.559,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.023459701063517e-05,-0.0004458659290928335,17.7,0.0,0.0,17.6,445.9,35.5,1.0,50.2,395.6,0.0
84130.0,23.369444444444444,17.55669881543441,17.557,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.022679526173764e-05,-0.00044584782575900726,17.7,0.0,0.0,17.8,445.8,35.51,1.0,50.2,395.6,0.0
84190.0,23.386111111111113,17.554760953391284,17.555,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0219043813565136e-05,-0.00044582976795327017,17.7,0.0,0.0,18.0,445.8,35.51,1.0,50.2,395.6,0.0
84250.0,23.40277777777778,17.552835568369535,17.553,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.021134227347814e-05,-0.00044581175532262406,17.7,0.0,0.0,18.2,445.8,35.51,1.0,50.2,395.6,0.0
84310.0,23.419444444444444,17.550922562976066,17.551,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0203690251904266e-05,-0.0004457937875168286,17.7,0.0,0.0,18.4,445.8,35.52,1.0,50.2,395.6,0.0
84370.0,23.43611111111111,17.549021840578597,17.549,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.019608736231439e-05,-0.00044577586418837893,17.7,0.0,0.0,18.6,445.8,35.52,1.0,50.2,395.6,0.0
84430.0,23.45277777777778,17.5471333052997,17.547,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.01885332211988e-05,-0.00044575798499248517,17.7,0.0,0.0,18.8,445.8,35.53,1.0,50.2,395.6,0.0
84490.0,23.469444444444445,17.5452568620109,17.545,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.018102744804359e-05,-0.00044574014958705013,17.7,0.0,0.0,19.0,445.7,35.53,1.0,50.2,395.6,0.0
84550.0,23.48611111111111,17.543392416326864,17.543,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.0173569665307455e-05,-0.0004457223576326497,17.7,0.0,0.0,19.2,445.7,35.53,1.0,50.2,395.5,0.0
84610.0,23.502777777777776,17.541539874599533,17.542,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=5)",saturated,Stable,34.0,0.0,0.0,5.016615949839813e-05,-0.0004457046087925106,17.7,0.0,0.0,19.4,445.7,35.54,1.0,50.2,395.5,0.0
84670.0,23.519444444444446,17.559686243912424,17.56,5.0,17.6,17.5,heating,heat,none,0.06743464574931896,7.0,0.063771,0.000344,47,77,skip: governance (hold),hold,Stable,34.0,1000.0,0.001,5.0238744975649694e-05,0.0005542331436754018,17.7,0.0,0.0,18.3,445.8,35.49,1.0,50.2,395.5,1.0
84730.0,23.53611111111111,17.577587206723212,17.578,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (insufficient_samples, n=3)",saturated,Stable,34.0,0.0,0.0,5.031034882689285e-05,-0.0004458282212927309,17.7,0.0,0.0,14.8,445.8,35.45,1.0,50.3,395.5,0.0
84790.0,23.552777777777777,17.575463441495014,17.575,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.030185376598006e-05,-0.00044580949758811706,17.7,0.0,0.0,15.0,445.8,35.45,1.0,50.3,395.5,0.0
84850.0,23.569444444444443,17.573353606136912,17.573,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.029341442454765e-05,-0.00044579082428306243,17.7,0.0,0.0,15.2,445.8,35.46,1.0,50.3,395.5,0.0
84910.0,23.586111111111112,17.57125759190657,17.571,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.028503036762628e-05,-0.00044577220098651393,17.7,0.0,0.0,15.4,445.8,35.46,1.0,50.3,395.5,0.0
84970.0,23.602777777777778,17.569175290911133,17.569,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.027670116364453e-05,-0.0004457536273104734,17.69,0.0,0.0,15.7,445.8,35.46,1.0,50.3,395.5,0.0
85030.0,23.619444444444444,17.567106596100558,17.567,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.026842638440223e-05,-0.00044573510286997307,17.69,0.0,0.0,15.9,445.7,35.47,1.0,50.3,395.5,0.0
85090.0,23.636111111111113,17.565051401261048,17.565,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.026020560504419e-05,-0.00044571662728305257,17.69,0.0,0.0,16.1,445.7,35.47,1.0,50.3,395.5,0.0
85150.0,23.65277777777778,17.56300960100851,17.563,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.025203840403404e-05,-0.0004456982001707354,17.69,0.0,0.0,16.3,445.7,35.48,1.0,50.3,395.4,0.0
85210.0,23.669444444444444,17.560981090782075,17.561,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.02439243631283e-05,-0.0004456798211570049,17.69,0.0,0.0,16.5,445.7,35.48,1.0,50.2,395.4,0.0
85270.0,23.68611111111111,17.558965766837684,17.559,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.023586306735074e-05,-0.0004456614898687821,17.69,0.0,0.0,16.7,445.7,35.49,1.0,50.2,395.4,0.0
85330.0,23.70277777777778,17.55696352624168,17.557,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.022785410496672e-05,-0.0004456432059359022,17.69,0.0,0.0,16.9,445.6,35.49,1.0,50.2,395.4,0.0
85390.0,23.719444444444445,17.554974266864495,17.555,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.021989706745798e-05,-0.00044562496899109205,17.69,0.0,0.0,17.2,445.6,35.49,1.0,50.2,395.4,0.0
85450.0,23.73611111111111,17.55299788737436,17.553,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.021199154949744e-05,-0.00044560677866994745,17.69,0.0,0.0,17.4,445.6,35.5,1.0,50.2,395.4,0.0
85510.0,23.752777777777776,17.55103428723109,17.551,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.020413714892436e-05,-0.0004455886346109106,17.69,0.0,0.0,17.6,445.6,35.5,1.0,50.2,395.4,0.0
85570.0,23.769444444444446,17.54908336667987,17.549,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.019633346671948e-05,-0.000445570536455248,17.69,0.0,0.0,17.8,445.6,35.51,1.0,50.2,395.4,0.0
85630.0,23.78611111111111,17.547145026745145,17.547,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.018858010698058e-05,-0.00044555248384702857,17.69,0.0,0.0,18.0,445.6,35.51,1.0,50.2,395.4,0.0
85690.0,23.802777777777777,17.545219169224534,17.545,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.018087667689814e-05,-0.00044553447643310134,17.69,0.0,0.0,18.2,445.5,35.51,1.0,50.2,395.4,0.0
85750.0,23.819444444444443,17.543305696682776,17.543,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.01732227867311e-05,-0.0004455165138630744,17.69,0.0,0.0,18.4,445.5,35.52,1.0,50.2,395.3,0.0
85810.0,23.836111111111112,17.541404512445727,17.541,5.0,17.5,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.016561804978291e-05,-0.00044549859578929237,17.69,0.0,0.0,18.6,445.5,35.52,1.0,50.2,395.3,0.0
85870.0,23.852777777777778,17.569476837443784,17.569,5.0,17.6,17.5,heating,heat,none,0.0,0.0,0.063771,0.000344,47,77,skip: governance (hold),hold,Stable,34.0,1000.0,0.001,5.0277907349775135e-05,0.0005543994172962685,17.69,0.0,0.0,16.3,445.6,35.45,1.0,50.3,395.3,1.0
85930.0,23.869444444444444,17.577304470150498,17.577,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.030921788060199e-05,-0.0004456216896224091,17.69,0.0,0.0,14.0,445.6,35.43,1.0,50.3,395.3,0.0
85990.0,23.886111111111113,17.575133597714558,17.575,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.0300534390858234e-05,-0.0004456028022047303,17.69,0.0,0.0,14.2,445.6,35.44,1.0,50.3,395.3,0.0
86050.0,23.90277777777778,17.572977024500837,17.573,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.0291908098003346e-05,-0.0004455839665146684,17.69,0.0,0.0,14.4,445.6,35.44,1.0,50.3,395.3,0.0
86110.0,23.919444444444444,17.570834638881706,17.571,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.028333855552683e-05,-0.00044556518215079443,17.69,0.0,0.0,14.7,445.6,35.44,1.0,50.3,395.3,0.0
86170.0,23.93611111111111,17.56870633010153,17.569,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.027482532040612e-05,-0.0004455464487148155,17.69,0.0,0.0,14.9,445.5,35.45,1.0,50.3,395.3,0.0
86230.0,23.95277777777778,17.566591988269867,17.567,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.0266367953079467e-05,-0.00044552776581154946,17.69,0.0,0.0,15.1,445.5,35.45,1.0,50.3,395.3,0.0
86290.0,23.969444444444445,17.56449150435471,17.564,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.025796601741884e-05,-0.00044550913304890167,17.69,0.0,0.0,15.3,445.5,35.46,1.0,50.3,395.3,0.0
86350.0,23.98611111111111,17.56240477017576,17.562,5.0,17.6,17.5,idle,heat,none,0.0,0.0,0.063771,0.000344,47,77,"extending: slope not robust (low_amplitude, n=4)",saturated,Stable,34.0,0.0,0.0,5.024961908070304e-05,-0.00044549055003784,17.69,0.0,0.0,15.6,445.5,35.46,1.0,50.2,395.2,0.0
86410.0,24.002777777777776,17.560331678397795,17.56,5.0,17.6,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: deadtime window,hold,Stable,34.0,0.0,0.0,5.024132671359118e-05,-0.00044547201639237116,17.69,0.0,0.0,15.8,445.5,35.47,1.0,50.2,395.2,1.0
86470.0,24.019444444444446,17.61807895918078,17.618,5.0,17.6,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,5.047231583672313e-05,0.0005543071631782208,17.69,0.0,0.0,9.8,445.7,35.32,1.0,50.5,395.2,1.0
86530.0,24.03611111111111,17.6753782928715,17.675,5.0,17.7,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,5.0701513171486e-05,0.0005540879539605637,17.69,0.0,0.0,2.6,445.9,35.18,1.0,50.7,395.2,1.0
86590.0,24.052777777777777,17.732233178610333,17.732,5.0,17.7,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,5.552802809103664e-05,0.0005538703433715052,17.69,0.0,0.0,-4.6,446.1,35.04,1.0,50.9,395.2,1.0
86650.0,24.069444444444443,17.788647088203426,17.789,5.0,17.8,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,6.285334308937894e-05,0.0005536543189261888,17.69,0.0,0.0,-11.7,446.3,34.9,1.0,51.2,395.2,1.0
86710.0,24.086111111111112,17.844623466336238,17.845,5.0,17.8,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,7.012143638956278e-05,0.0005534398682372857,17.69,0.0,0.0,-18.7,446.6,34.77,1.0,51.4,395.2,1.0
86770.0,24.102777777777778,17.900165730785375,17.9,5.0,17.9,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,7.733275499021822e-05,0.0005532269790142334,17.69,0.0,0.0,-25.7,446.8,34.63,1.0,51.6,395.2,1.0
86830.0,24.119444444444444,17.955277272628805,17.955,5.0,18.0,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,8.44877423981543e-05,0.0005530156390624788,17.68,0.0,0.0,-32.7,447.0,34.5,1.0,51.8,395.2,1.0
86890.0,24.136111111111113,18.009961456454416,18.01,5.0,18.0,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,9.158683865564143e-05,0.0005528058362827297,17.68,0.0,0.0,-39.5,447.2,34.37,1.0,52.0,395.2,1.0
86950.0,24.15277777777778,18.064221620566954,18.064,5.0,18.1,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,9.86304803674706e-05,0.0005525975586702091,17.68,0.0,0.0,-46.4,447.4,34.25,1.0,52.3,395.1,1.0
87010.0,24.169444444444444,18.118061077193346,18.118,5.0,18.1,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.0001056191007278112,0.0005523907943139186,17.68,0.0,0.0,-53.1,447.6,34.12,1.0,52.5,395.1,1.0
87070.0,24.18611111111111,18.171483112686385,18.171,5.0,18.2,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00011255312954684555,0.0005521855313959038,17.68,0.0,0.0,-59.9,447.8,34.0,1.0,52.7,395.1,1.0
87130.0,24.20277777777778,18.224490987726885,18.224,5.0,18.2,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00011943299327721115,0.0005519817581905291,17.68,0.0,0.0,-66.5,448.0,33.88,1.0,52.9,395.1,1.0
87190.0,24.219444444444445,18.277087937524186,18.277,5.0,18.3,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00012625911504022435,0.0005517794630637557,17.68,0.0,0.0,-73.2,448.2,33.76,1.0,53.1,395.1,1.0
87250.0,24.23611111111111,18.32927717201518,18.329,5.0,18.3,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.0001330319146519071,0.0005515786344724264,17.68,0.0,0.0,-79.7,448.4,33.64,1.0,53.3,395.1,1.0
87310.0,24.252777777777776,18.381061876061665,18.381,5.0,18.4,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00013975180864880379,0.0005513792609635557,17.68,0.0,0.0,-86.2,448.6,33.53,1.0,53.5,395.1,1.0
87370.0,24.269444444444446,18.43244520964629,18.432,5.0,18.4,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00014641921031360072,0.0005511813311736253,17.68,0.0,0.0,-92.7,448.8,33.41,1.0,53.7,395.1,1.0
87430.0,24.28611111111111,18.483430308066854,18.483,5.0,18.5,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.0001530345297005446,0.0005509848338278848,17.68,0.0,0.0,-99.1,449.0,33.3,1.0,53.9,395.1,1.0
87490.0,24.302777777777777,18.534020282129163,18.534,5.0,18.5,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00015959817366066143,0.000550789757739659,17.68,0.0,0.0,-105.5,449.2,33.19,1.0,54.1,395.1,1.0
87550.0,24.319444444444443,18.584218218338354,18.584,5.0,18.6,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.0001661105458667805,0.0005505960918096598,17.68,0.0,0.0,-111.8,449.4,33.08,1.0,54.3,395.1,1.0
87610.0,24.336111111111112,18.634027179088708,18.634,5.0,18.6,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00017257204683835968,0.0005504038250253028,17.68,0.0,0.0,-118.0,449.6,32.98,1.0,54.5,395.1,1.0
87670.0,24.352777777777778,18.683450202852022,18.683,5.0,18.7,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00017898307396612098,0.0005502129464600306,17.68,0.0,0.0,-124.2,449.8,32.87,1.0,54.7,395.1,1.0
87730.0,24.369444444444444,18.732490304364447,18.732,5.0,18.7,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00018534402153648713,0.0005500234452726409,17.68,0.0,0.0,-130.4,450.0,32.77,1.0,54.9,395.0,1.0
87790.0,24.386111111111113,18.781150474811945,18.781,5.0,18.8,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00019165528075583654,0.0005498353107066193,17.68,0.0,0.0,-136.5,450.2,32.67,1.0,55.1,395.0,1.0
87850.0,24.40277777777778,18.829433682014226,18.829,5.0,18.8,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00019791723977455946,0.0005496485320894783,17.68,0.0,0.0,-142.6,450.4,32.56,1.0,55.3,395.0,1.0
87910.0,24.419444444444444,18.87734287060729,18.877,5.0,18.9,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.00020413028371093453,0.0005494630988321002,17.68,0.0,0.0,-148.6,450.5,32.47,1.0,55.5,395.0,1.0
87970.0,24.43611111111111,18.92488096222453,18.925,5.0,18.9,20.0,heating,heat,none,1.0,100.0,0.063771,0.000344,47,77,skip: governance (regime_transition),saturated,Stable,34.0,1000.0,0.001,0.0002102947946748101,0.0005492790004280866,17.68,0.0,0.0,-154.6,450.7,32.37,1.0,55.7,395.0,1.0
